ep,trading_days,annualReturn_pct,mdd,sharpeRatio,final_capital,volatility,calmarRatio,sterlingRatio,netProfit,netProfit_pct,winRate,vol_max,vol_min,vol_avg,risk_max,risk_min,risk_avg,riskRaw_max,riskRaw_min,riskRaw_avg,dailySR_max,dailySR_min,dailySR_avg,dailySR_wocbf_max,dailySR_wocbf_min,dailySR_wocbf_avg,dailyReturn_pct_max,dailyReturn_pct_min,dailyReturn_pct_avg,sigReturn_max,sigReturn_min,mdd_high,mdd_low,mdd_high_date,mdd_low_date,sharpeRatio_wocbf,reward_sum,final_capital_wocbf,cbf_contribution,risk_downsideAtVol,risk_downsideAtVol_daily_max,risk_downsideAtVol_daily_min,risk_downsideAtVol_daily_avg,risk_downsideAtValue_daily_max,risk_downsideAtValue_daily_min,risk_downsideAtValue_daily_avg,cvar_max,cvar_min,cvar_avg,cvar_raw_max,cvar_raw_min,cvar_raw_avg,solver_solvable,solver_insolvable,cputime,systime
1,1255,0.15898724050189394,0.17694290850555783,0.9573110040713997,2085075.9160822537,0.14876277395352316,5.871292788131476,1.3721101325822793,1085075.9160822537,1.0850759160822536,0.552988047808765,0.15311460019381232,0.041759579145555184,0.1336763018197615,0.0280001316601279,0.0009166995622973366,0.007948827898977806,0.0357856220983402,0.0009166995974560542,0.008295689348760743,16210.530518003727,-18.478319654905498,104.92127891094152,79221.8612342725,-18.478319363448314,174.52525123911005,0.03560071289773813,-0.04485464249066961,0.0006296269802004924,63224.979155566776,-94971.58610278578,1289251.0228488322,1061127.1970721944,2015-05-18,2016-02-11,1.0072903034051943,611.6977500049237,2184406.8827176015,73.63919879248547,0.10865677943089476,0.11045697831807656,0.0,0.09612764335338551,1.2364611622910622,-0.026153108846595163,0.3863530694716804,0.0922856759393772,-0.003812738384838966,0.015720891789828835,0.11508815850031953,-0.00381273843533856,0.016414293639218553,1255,0,23.984375,23.887186399999337
