ep,trading_days,annualReturn_pct,mdd,sharpeRatio,final_capital,volatility,calmarRatio,sterlingRatio,netProfit,netProfit_pct,winRate,vol_max,vol_min,vol_avg,risk_max,risk_min,risk_avg,riskRaw_max,riskRaw_min,riskRaw_avg,dailySR_max,dailySR_min,dailySR_avg,dailySR_wocbf_max,dailySR_wocbf_min,dailySR_wocbf_avg,dailyReturn_pct_max,dailyReturn_pct_min,dailyReturn_pct_avg,sigReturn_max,sigReturn_min,mdd_high,mdd_low,mdd_high_date,mdd_low_date,sharpeRatio_wocbf,reward_sum,final_capital_wocbf,cbf_contribution,risk_downsideAtVol,risk_downsideAtVol_daily_max,risk_downsideAtVol_daily_min,risk_downsideAtVol_daily_avg,risk_downsideAtValue_daily_max,risk_downsideAtValue_daily_min,risk_downsideAtValue_daily_avg,cvar_max,cvar_min,cvar_avg,cvar_raw_max,cvar_raw_min,cvar_raw_avg,solver_solvable,solver_insolvable,cputime,systime
1,1255,0.17274326410295981,0.1748336351408114,1.0301405372504808,2211269.427347397,0.15159898912412875,6.709124076537035,1.4774180631205778,1211269.427347397,1.211269427347397,0.551394422310757,0.15385674787690817,0.0017547185735633279,0.13440948221857063,0.031090297939406115,0.0008256340052166603,0.008215927317394903,0.035788550217614255,0.0008256339631076595,0.008384281697658653,25723.80955395482,-26.638207865347905,120.28150088377063,77769.23579945973,-26.638211714682427,176.86291257394606,0.03774154661195243,-0.04593691426084915,0.000678176057943162,66781.3993672044,-100680.15721503808,1326813.435059157,1094841.8190540976,2015-05-18,2016-02-11,1.0489898764951318,802.244761216235,2260081.0447561424,1253.9999997438517,0.11091050332609233,0.11182932498388949,0.0,0.0971174359002961,1.3515371785145285,-0.024703626704041803,0.4467993137241305,0.1071382995287591,-0.003842651922658244,0.016237591917004347,0.11522941578529296,-0.003842652055698354,0.01657114651317908,1255,0,23.75,24.450184599998465
