capital_policy_1,dailyReturn_policy_1,reward_policy_1,strategyVolatility_policy_1,risk_policy_1,risk_wocbf_policy_1,capital_wocbf_policy_1,dailySR_policy_1,dailySR_wocbf_policy_1,riskAccepted_policy_1,ctrlWeight_policy_1,solvable_flag_policy_1,risk_pred_policy_1,final_action_abssum_policy_1,rl_action_abssum_policy_1,cbf_action_abssum_policy_1,downsideAtVol_risk_policy_1,downsideAtValue_risk_policy_1,cvar_policy_1,cvar_raw_policy_1,capital_policy_best,dailyReturn_policy_best,reward_policy_best,strategyVolatility_policy_best,risk_policy_best,risk_wocbf_policy_best,capital_wocbf_policy_best,dailySR_policy_best,dailySR_wocbf_policy_best,riskAccepted_policy_best,ctrlWeight_policy_best,solvable_flag_policy_best,risk_pred_policy_best,final_action_abssum_policy_best,rl_action_abssum_policy_best,cbf_action_abssum_policy_best,downsideAtVol_risk_policy_best,downsideAtValue_risk_policy_best,cvar_policy_best,cvar_raw_policy_best
1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.017,1.0,0,0.012035353595383816,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.017,1.0,0,0.012035353595383816,1.0,1.0,0.0,0.0,0.0,0.0,0.0
998065.5454259815,-0.001934454574018484,-1.5075709656289171,0.021714198738764696,0.007289722546358597,0.007289725103537875,998065.5302092475,-3.4798795519187604,-3.4798987126339616,0.017,1.0,0,0.009079276575813606,1.0000000000000002,0.9999998975545168,2.8882610390053987e-06,0.015354257176212895,-0.0019344545740185293,0.016649083059184402,0.016649095463298704,998065.5454259815,-0.001934454574018484,-1.5075709656289171,0.021714198738764696,0.007289722546358597,0.007289725103537875,998065.5302092475,-3.4798795519187604,-3.4798987126339616,0.017,1.0,0,0.009079276575813606,1.0000000000000002,0.9999998975545168,2.8882610390053987e-06,0.015354257176212895,-0.0019344545740185293,0.016649083059184402,0.016649095463298704
991660.3267738869,-0.006417633272132247,-6.214295627799732,0.052260261645509565,0.007849496837531354,0.007849482483468674,991660.2622827654,-6.573966743905771,-6.573998642500439,0.017,1.0,0,0.009219867263157228,1.0,1.0000000149011612,2.548218217031039e-05,0.04078710363030479,-0.008339673226113065,0.0220900377091253,0.02209003555280549,991660.3267738869,-0.006417633272132247,-6.214295627799732,0.052260261645509565,0.007849496837531354,0.007849482483468674,991660.2622827654,-6.573966743905771,-6.573998642500439,0.017,1.0,0,0.009219867263157228,1.0,1.0000000149011612,2.548218217031039e-05,0.04078710363030479,-0.008339673226113065,0.0220900377091253,0.02209003555280549
1000147.0860470585,0.008558131291569402,8.69897788977952,0.09962613532404224,0.007819830624166444,0.007819834101887321,1000147.0275621229,60.79315234820307,60.79323929815521,0.017,1.0,0,0.006151409842202329,1.0000000000000002,1.0000000717118382,1.3549801024425084e-06,0.0620234567202575,0.0001470860470584867,0.007017743515953268,0.007017743973440236,1000147.0860470585,0.008558131291569402,8.69897788977952,0.09962613532404224,0.007819830624166444,0.007819834101887321,1000147.0275621229,60.79315234820307,60.79323929815521,0.017,1.0,0,0.006151409842202329,1.0000000000000002,1.0000000717118382,1.3549801024425084e-06,0.0620234567202575,0.0001470860470584867,0.007017743515953268,0.007017743973440236
1001738.5358241545,0.001591215731464086,1.7375370339019047,0.08696843082688127,0.005599958353273746,0.005599958658814953,1001738.4766412626,5.357304721590841,5.357301873951645,0.017,1.0,0,0.0027881172426064693,1.0000000000000002,0.9999999487772584,1.0257359477092387e-07,0.05686093537623625,0.0017385358241543969,0.010091334562506358,0.010091335283517298,1001738.5358241545,0.001591215731464086,1.7375370339019047,0.08696843082688127,0.005599958353273746,0.005599958658814953,1001738.4766412626,5.357304721590841,5.357301873951645,0.017,1.0,0,0.0027881172426064693,1.0000000000000002,0.9999999487772584,1.0257359477092387e-07,0.05686093537623625,0.0017385358241543969,0.010091334562506358,0.010091335283517298
1004635.8582200286,0.0028922940390731537,3.1604085607376255,0.07949999077234378,0.0031643648061174395,0.0031643478374155567,1004635.7830002662,20.98149898524798,20.981447458507915,0.017,1.0,0,0.0037584402376063674,1.0,1.000000013038516,2.600830367942709e-06,0.054906819727815935,0.004635858220028544,0.0033959316046207498,0.0033959128073097035,1004635.8582200286,0.0028922940390731537,3.1604085607376255,0.07949999077234378,0.0031643648061174395,0.0031643478374155567,1004635.7830002662,20.98149898524798,20.981447458507915,0.017,1.0,0,0.0037584402376063674,1.0,1.000000013038516,2.600830367942709e-06,0.054906819727815935,0.004635858220028544,0.0033959316046207498,0.0033959128073097035
1018762.8851332783,0.014061838224926014,14.153113127377335,0.10777760164415012,0.005917321609045316,0.005917326323490199,1018762.8196025932,348.4414939572807,348.44217138474676,0.017,1.0,0,0.00764069565955358,1.0,0.9999999757856131,7.220672993454263e-07,0.06870348836462586,0.018762885133278395,-0.0017218586597461168,-0.0017218596362028223,1018762.8851332783,0.014061838224926014,14.153113127377335,0.10777760164415012,0.005917321609045316,0.005917326323490199,1018762.8196025932,348.4414939572807,348.44217138474676,0.017,1.0,0,0.00764069565955358,1.0,0.9999999757856131,7.220672993454263e-07,0.06870348836462586,0.018762885133278395,-0.0017218586597461168,-0.0017218596362028223
1017096.0257890252,-0.0016361602572859916,-1.4493206539633001,0.10267944243253704,0.004066455971425606,0.004066456286540545,1017095.9565589215,-5.494418583613096,-5.494427828409479,0.017,1.0,0,0.004827568055983361,1.0,1.0000000465661287,6.59720139493706e-07,0.06262794480966745,0.017096025789025138,0.009670250067385491,0.009670253872343446,1017096.0257890252,-0.0016361602572859916,-1.4493206539633001,0.10267944243253704,0.004066455971425606,0.004066456286540545,1017095.9565589215,-5.494418583613096,-5.494427828409479,0.017,1.0,0,0.004827568055983361,1.0,1.0000000465661287,6.59720139493706e-07,0.06262794480966745,0.017096025789025138,0.009670250067385491,0.009670253872343446
1007163.2063444798,-0.009765862015673414,-9.640944904458935,0.11486415625532885,0.0068419057373079115,0.0068419086767461355,1007163.1372900187,-8.58332712648249,-8.583323536106418,0.017,1.0,0,0.009211724237331114,1.0000000000000002,1.0000000298023224,3.051173160344548e-06,0.07500046434314557,0.007163206344479756,0.023788398430416226,0.023788407100373263,1007163.2063444798,-0.009765862015673414,-9.640944904458935,0.11486415625532885,0.0068419057373079115,0.0068419086767461355,1007163.1372900187,-8.58332712648249,-8.583323536106418,0.017,1.0,0,0.009211724237331114,1.0000000000000002,1.0000000298023224,3.051173160344548e-06,0.07500046434314557,0.007163206344479756,0.023788398430416226,0.023788407100373263
1008840.5975783672,0.0016654611917124476,1.8609965270732092,0.1083787703033917,0.009210795961660372,0.00921079566209072,1008840.5286209263,3.4496243240261695,3.449624987147285,0.017,1.0,0,0.007011561653676533,1.0,1.0000000763684511,6.945692379749954e-08,0.07151491952883984,0.008840597578367193,0.01675044912599511,0.016750448198730557,1008840.5975783672,0.0016654611917124476,1.8609965270732092,0.1083787703033917,0.009210795961660372,0.00921079566209072,1008840.5286209263,3.4496243240261695,3.449624987147285,0.017,1.0,0,0.007011561653676533,1.0,1.0000000763684511,6.945692379749954e-08,0.07151491952883984,0.008840597578367193,0.01675044912599511,0.016750448198730557
