ep,trading_days,annualReturn_pct,mdd,sharpeRatio,final_capital,volatility,calmarRatio,sterlingRatio,netProfit,netProfit_pct,winRate,vol_max,vol_min,vol_avg,risk_max,risk_min,risk_avg,riskRaw_max,riskRaw_min,riskRaw_avg,dailySR_max,dailySR_min,dailySR_avg,dailySR_wocbf_max,dailySR_wocbf_min,dailySR_wocbf_avg,dailyReturn_pct_max,dailyReturn_pct_min,dailyReturn_pct_avg,sigReturn_max,sigReturn_min,mdd_high,mdd_low,mdd_high_date,mdd_low_date,sharpeRatio_wocbf,reward_sum,final_capital_wocbf,cbf_contribution,risk_downsideAtVol,risk_downsideAtVol_daily_max,risk_downsideAtVol_daily_min,risk_downsideAtVol_daily_avg,risk_downsideAtValue_daily_max,risk_downsideAtValue_daily_min,risk_downsideAtValue_daily_avg,cvar_max,cvar_min,cvar_avg,cvar_raw_max,cvar_raw_min,cvar_raw_avg,solver_solvable,solver_insolvable,cputime,systime
1,1255,0.16211830350210743,0.17826376396914212,0.9762318896221512,2113280.0710889376,0.14908681538608587,6.075230345624368,1.4013119653564179,1113280.0710889376,1.1132800710889377,0.546613545816733,0.1529734950662213,0.021714198738764696,0.13320525381664744,0.027980824270123085,0.0008292864760069287,0.007970346642962488,0.03572479226077079,0.0008292863670651943,0.008318228605413043,19297.606521127338,-18.857199356420054,110.65193409932637,79451.11797911128,-18.857199470643863,177.43187565182055,0.036306685134893074,-0.04430312809522222,0.0006405296057638594,65346.2423241348,-95095.81707692938,1304611.4641906007,1072046.5140666906,2015-05-18,2016-02-11,1.023492218805429,627.2928793247288,2209766.1703858883,73.29505805885006,0.10880440592001435,0.11050820845819767,0.0,0.09581482124333283,1.2677698831049415,-0.016444310827447572,0.4030746618644637,0.09222771214500636,-0.0038527621491174155,0.015756357229616266,0.11496158225717595,-0.003852762171364859,0.01645216895960903,1255,0,26.921875,27.4817890000013
